idvente,idmagasin,idclient,datevente,satisfactionclient
v_12292,m_22,c_39,2022-02-25,5
v_12293,m_10,c_47,2022-02-25,4
v_12294,m_6,c_89,2022-02-25,0
v_12295,m_5,c_83,2022-02-25,1
v_12296,m_21,c_36,2022-02-25,0
v_12297,m_16,c_21,2022-02-26,1
v_12298,m_6,c_41,2022-02-26,0
v_12299,m_19,c_94,2022-02-26,1
v_12300,m_2,c_84,2022-02-26,5
v_12301,m_18,c_23,2022-02-26,2
v_12302,m_6,c_47,2022-02-26,5
v_12303,m_4,c_43,2022-02-26,1
v_12304,m_10,c_63,2022-02-26,2
v_12305,m_19,c_53,2022-02-26,2
v_12306,m_1,c_67,2022-02-26,1
v_12307,m_8,c_34,2022-02-26,4
v_12308,m_19,c_41,2022-02-26,1
v_12309,m_9,c_61,2022-02-26,1
v_12310,m_13,c_63,2022-02-26,3
v_12311,m_20,c_54,2022-02-26,2
v_12312,m_10,c_72,2022-02-26,5
v_12313,m_13,c_36,2022-02-26,3
v_12314,m_1,c_58,2022-02-26,3
v_12315,m_6,c_67,2022-02-26,5
v_12316,m_6,c_49,2022-02-26,1
v_12317,m_8,c_27,2022-02-26,0
v_12318,m_3,c_24,2022-02-26,3
v_12319,m_15,c_79,2022-02-26,2
v_12320,m_3,c_77,2022-02-27,3
v_12321,m_16,c_28,2022-02-27,0
v_12322,m_20,c_89,2022-02-27,0
v_12323,m_6,c_17,2022-02-28,5
v_12324,m_3,c_87,2022-02-28,2
v_12325,m_13,c_92,2022-02-28,4
v_12326,m_18,c_19,2022-02-28,1
v_12327,m_15,c_93,2022-02-28,5
v_12328,m_2,c_87,2022-02-28,0
v_12329,m_17,c_54,2022-02-28,5
v_12330,m_18,c_75,2022-02-28,2
v_12331,m_10,c_39,2022-02-28,4
v_12332,m_17,c_77,2022-02-28,4
v_12333,m_17,c_37,2022-03-01,0
v_12334,m_23,c_40,2022-03-01,0
v_12335,m_22,c_85,2022-03-01,0
v_12336,m_7,c_93,2022-03-01,0
v_12337,m_15,c_82,2022-03-01,5
v_12338,m_2,c_74,2022-03-01,2
v_12339,m_4,c_63,2022-03-01,2
v_12340,m_13,c_17,2022-03-01,4
v_12341,m_16,c_2,2022-03-01,4
v_12342,m_8,c_95,2022-03-01,2
v_12343,m_9,c_34,2022-03-01,5
v_12344,m_8,c_8,2022-03-01,3
v_12345,m_15,c_29,2022-03-01,5
v_12346,m_19,c_23,2022-03-01,1
v_12347,m_17,c_12,2022-03-01,2
v_12348,m_9,c_25,2022-03-01,5
v_12349,m_8,c_33,2022-03-01,3
v_12350,m_23,c_58,2022-03-01,0
v_12351,m_12,c_58,2022-03-01,0
v_12352,m_9,c_34,2022-03-01,3
v_12353,m_22,c_86,2022-03-01,4
v_12354,m_16,c_36,2022-03-01,2
v_12355,m_4,c_14,2022-03-01,4
v_12356,m_7,c_61,2022-03-01,3
v_12357,m_5,c_85,2022-03-01,1
v_12358,m_14,c_96,2022-03-02,4
v_12359,m_19,c_91,2022-03-02,0
v_12360,m_5,c_10,2022-03-02,5
v_12361,m_1,c_55,2022-03-02,2
v_12362,m_21,c_74,2022-03-02,2
v_12363,m_7,c_7,2022-03-02,1
v_12364,m_15,c_74,2022-03-02,4
v_12365,m_21,c_77,2022-03-02,1
v_12366,m_14,c_61,2022-03-02,4
v_12367,m_11,c_56,2022-03-02,5
v_12368,m_10,c_5,2022-03-02,2
v_12369,m_22,c_63,2022-03-02,1
v_12370,m_8,c_23,2022-03-02,3
v_12371,m_3,c_74,2022-03-02,5
v_12372,m_14,c_48,2022-03-02,1
v_12373,m_17,c_45,2022-03-02,1
v_12374,m_7,c_76,2022-03-02,5
v_12375,m_18,c_52,2022-03-02,3
v_12376,m_2,c_60,2022-03-02,2
v_12377,m_14,c_21,2022-03-02,3
v_12378,m_8,c_51,2022-03-02,2
v_12379,m_21,c_65,2022-03-02,2
v_12380,m_18,c_64,2022-03-02,3
v_12381,m_20,c_100,2022-03-02,3
v_12382,m_4,c_80,2022-03-02,3
v_12383,m_13,c_40,2022-03-02,5
v_12384,m_8,c_90,2022-03-02,2
v_12385,m_7,c_22,2022-03-02,2
v_12386,m_23,c_11,2022-03-03,1
v_12387,m_12,c_26,2022-03-03,2
v_12388,m_16,c_51,2022-03-03,3
v_12389,m_4,c_73,2022-03-03,1
v_12390,m_5,c_8,2022-03-03,3
v_12391,m_13,c_40,2022-03-03,2
v_12392,m_10,c_11,2022-03-03,5
v_12393,m_7,c_56,2022-03-03,4
v_12394,m_7,c_30,2022-03-03,5
v_12395,m_23,c_38,2022-03-03,0
v_12396,m_22,c_49,2022-03-03,4
v_12397,m_22,c_28,2022-03-03,0
v_12398,m_17,c_34,2022-03-03,1
v_12399,m_9,c_69,2022-03-03,0
v_12400,m_4,c_9,2022-03-03,5
v_12401,m_21,c_92,2022-03-03,5
v_12402,m_9,c_15,2022-03-03,2
v_12403,m_5,c_91,2022-03-03,5
v_12404,m_5,c_68,2022-03-04,3
v_12405,m_13,c_52,2022-03-04,5
v_12406,m_6,c_57,2022-03-04,1
v_12407,m_21,c_86,2022-03-04,2
v_12408,m_21,c_9,2022-03-04,5
v_12409,m_7,c_52,2022-03-04,0
v_12410,m_16,c_30,2022-03-04,0
v_12411,m_15,c_78,2022-03-04,0
v_12412,m_3,c_9,2022-03-04,0
v_12413,m_19,c_23,2022-03-04,2
v_12414,m_12,c_39,2022-03-04,4
v_12415,m_18,c_95,2022-03-04,3
v_12416,m_19,c_29,2022-03-04,2
v_12417,m_3,c_37,2022-03-04,3
v_12418,m_4,c_32,2022-03-04,0
v_12419,m_14,c_52,2022-03-04,0
v_12420,m_23,c_91,2022-03-04,1
v_12421,m_18,c_98,2022-03-04,4
v_12422,m_4,c_62,2022-03-04,4
v_12423,m_5,c_79,2022-03-04,3
v_12424,m_18,c_21,2022-03-05,3
v_12425,m_5,c_31,2022-03-05,4
v_12426,m_14,c_86,2022-03-05,4
v_12427,m_5,c_12,2022-03-05,3
v_12428,m_6,c_98,2022-03-05,3
v_12429,m_11,c_44,2022-03-05,4
v_12430,m_6,c_10,2022-03-05,5
v_12431,m_18,c_87,2022-03-05,0
v_12432,m_2,c_37,2022-03-05,2
v_12433,m_21,c_85,2022-03-05,5
v_12434,m_7,c_64,2022-03-05,2
v_12435,m_6,c_67,2022-03-05,3
v_12436,m_9,c_21,2022-03-05,1
v_12437,m_1,c_44,2022-03-05,5
v_12438,m_5,c_31,2022-03-05,1
v_12439,m_23,c_83,2022-03-05,1
v_12440,m_6,c_89,2022-03-05,3
v_12441,m_15,c_27,2022-03-05,3
v_12442,m_5,c_99,2022-03-05,5
v_12443,m_10,c_14,2022-03-05,1
v_12444,m_4,c_79,2022-03-05,1
v_12445,m_19,c_10,2022-03-05,0
v_12446,m_13,c_26,2022-03-05,1
v_12447,m_3,c_3,2022-03-05,5
v_12448,m_18,c_84,2022-03-05,4
v_12449,m_17,c_30,2022-03-05,0
v_12450,m_21,c_100,2022-03-05,3
v_12451,m_13,c_73,2022-03-05,4
v_12452,m_21,c_17,2022-03-05,3
v_12453,m_6,c_87,2022-03-05,4
v_12454,m_16,c_15,2022-03-06,0
v_12455,m_10,c_8,2022-03-06,1
v_12456,m_6,c_79,2022-03-06,5
v_12457,m_6,c_82,2022-03-06,1
v_12458,m_9,c_36,2022-03-06,2
v_12459,m_23,c_8,2022-03-06,5
v_12460,m_10,c_24,2022-03-06,1
v_12461,m_7,c_93,2022-03-06,3
v_12462,m_21,c_9,2022-03-06,5
v_12463,m_1,c_84,2022-03-06,0
v_12464,m_17,c_35,2022-03-06,5
v_12465,m_1,c_27,2022-03-06,0
v_12466,m_14,c_82,2022-03-06,3
v_12467,m_11,c_79,2022-03-06,1
v_12468,m_9,c_19,2022-03-06,3
v_12469,m_23,c_73,2022-03-06,2
v_12470,m_2,c_45,2022-03-06,1
v_12471,m_15,c_73,2022-03-06,1
v_12472,m_8,c_76,2022-03-06,3
v_12473,m_18,c_29,2022-03-06,0
v_12474,m_11,c_85,2022-03-06,5
v_12475,m_16,c_81,2022-03-07,5
v_12476,m_1,c_22,2022-03-07,2
v_12477,m_11,c_51,2022-03-07,0
v_12478,m_15,c_39,2022-03-07,1
v_12479,m_5,c_57,2022-03-07,3
v_12480,m_13,c_5,2022-03-07,4
v_12481,m_7,c_41,2022-03-07,0
v_12482,m_1,c_80,2022-03-07,1
v_12483,m_2,c_10,2022-03-07,4
v_12484,m_6,c_20,2022-03-07,1
v_12485,m_18,c_78,2022-03-07,5
v_12486,m_16,c_25,2022-03-07,1
v_12487,m_20,c_55,2022-03-07,3
v_12488,m_17,c_55,2022-03-07,1
v_12489,m_21,c_85,2022-03-07,5
v_12490,m_22,c_96,2022-03-07,5
v_12491,m_7,c_66,2022-03-07,5
v_12492,m_3,c_40,2022-03-07,1
v_12493,m_7,c_99,2022-03-07,5
v_12494,m_20,c_77,2022-03-07,4
v_12495,m_10,c_79,2022-03-07,4
v_12496,m_20,c_27,2022-03-07,1
v_12497,m_21,c_32,2022-03-07,2
v_12498,m_13,c_22,2022-03-08,4
v_12499,m_16,c_93,2022-03-08,4
v_12500,m_6,c_70,2022-03-08,0
v_12501,m_9,c_25,2022-03-08,2
v_12502,m_4,c_86,2022-03-08,4
v_12503,m_18,c_98,2022-03-08,0
v_12504,m_19,c_58,2022-03-08,4
v_12505,m_23,c_11,2022-03-08,4
v_12506,m_23,c_99,2022-03-08,4
v_12507,m_18,c_68,2022-03-08,2
v_12508,m_22,c_60,2022-03-09,5
v_12509,m_15,c_70,2022-03-09,5
v_12510,m_23,c_2,2022-03-09,1
v_12511,m_8,c_15,2022-03-09,4
v_12512,m_12,c_63,2022-03-09,3
v_12513,m_1,c_26,2022-03-09,4
v_12514,m_19,c_53,2022-03-09,2
v_12515,m_8,c_76,2022-03-09,4
v_12516,m_22,c_99,2022-03-09,5
v_12517,m_13,c_96,2022-03-09,3
v_12518,m_9,c_56,2022-03-09,3
v_12519,m_12,c_26,2022-03-09,5
v_12520,m_14,c_9,2022-03-09,5
v_12521,m_18,c_17,2022-03-10,4
v_12522,m_12,c_36,2022-03-10,4
v_12523,m_18,c_5,2022-03-10,3
v_12524,m_3,c_64,2022-03-11,3
v_12525,m_10,c_45,2022-03-11,2
v_12526,m_23,c_28,2022-03-11,3
v_12527,m_6,c_63,2022-03-11,2
v_12528,m_23,c_98,2022-03-11,2
v_12529,m_7,c_39,2022-03-11,1
v_12530,m_1,c_6,2022-03-11,3
v_12531,m_14,c_8,2022-03-11,3
v_12532,m_3,c_34,2022-03-11,4
v_12533,m_22,c_32,2022-03-11,1
v_12534,m_23,c_3,2022-03-11,5
v_12535,m_11,c_20,2022-03-11,0
v_12536,m_4,c_47,2022-03-11,1
v_12537,m_18,c_1,2022-03-11,1
v_12538,m_20,c_6,2022-03-11,3
v_12539,m_14,c_63,2022-03-11,4
v_12540,m_9,c_41,2022-03-11,1
v_12541,m_8,c_71,2022-03-11,5
v_12542,m_1,c_84,2022-03-11,4
v_12543,m_9,c_87,2022-03-11,3
v_12544,m_1,c_66,2022-03-11,3
v_12545,m_7,c_50,2022-03-11,1
v_12546,m_18,c_99,2022-03-11,5
v_12547,m_7,c_51,2022-03-12,4
v_12548,m_23,c_68,2022-03-12,3
v_12549,m_7,c_58,2022-03-12,3
v_12550,m_6,c_97,2022-03-12,4
v_12551,m_20,c_74,2022-03-12,1
v_12552,m_7,c_38,2022-03-12,0
v_12553,m_12,c_2,2022-03-12,4
v_12554,m_10,c_41,2022-03-12,3
v_12555,m_1,c_42,2022-03-12,0
v_12556,m_6,c_35,2022-03-12,2
v_12557,m_22,c_52,2022-03-12,3
v_12558,m_1,c_65,2022-03-12,5
v_12559,m_13,c_93,2022-03-12,4
v_12560,m_22,c_41,2022-03-12,4
v_12561,m_15,c_7,2022-03-12,4
v_12562,m_5,c_36,2022-03-12,4
v_12563,m_17,c_10,2022-03-12,0
v_12564,m_21,c_62,2022-03-12,2
v_12565,m_2,c_2,2022-03-12,1
v_12566,m_11,c_48,2022-03-13,5
v_12567,m_19,c_85,2022-03-13,5
v_12568,m_22,c_95,2022-03-13,2
v_12569,m_2,c_48,2022-03-13,3
v_12570,m_12,c_36,2022-03-13,0
v_12571,m_15,c_73,2022-03-13,1
v_12572,m_6,c_79,2022-03-13,0
v_12573,m_14,c_29,2022-03-13,3
v_12574,m_21,c_94,2022-03-14,0
v_12575,m_19,c_34,2022-03-14,4
v_12576,m_1,c_55,2022-03-14,4
v_12577,m_7,c_41,2022-03-14,5
v_12578,m_9,c_67,2022-03-14,2
v_12579,m_15,c_58,2022-03-14,4
v_12580,m_10,c_97,2022-03-14,2
v_12581,m_8,c_8,2022-03-14,0
v_12582,m_22,c_63,2022-03-14,3
v_12583,m_16,c_62,2022-03-14,4
v_12584,m_4,c_60,2022-03-14,2
v_12585,m_5,c_80,2022-03-14,5
v_12586,m_9,c_91,2022-03-14,5
v_12587,m_3,c_54,2022-03-14,2
v_12588,m_23,c_32,2022-03-14,2
v_12589,m_12,c_4,2022-03-14,0
v_12590,m_14,c_50,2022-03-14,3
v_12591,m_17,c_14,2022-03-15,3
v_12592,m_15,c_39,2022-03-15,3
v_12593,m_5,c_19,2022-03-15,1
v_12594,m_17,c_66,2022-03-15,2
v_12595,m_16,c_95,2022-03-15,0
v_12596,m_7,c_89,2022-03-15,5
v_12597,m_3,c_71,2022-03-15,3
v_12598,m_22,c_94,2022-03-15,1
v_12599,m_23,c_20,2022-03-15,2
v_12600,m_23,c_86,2022-03-15,0
v_12601,m_12,c_81,2022-03-15,2
v_12602,m_23,c_59,2022-03-15,1
v_12603,m_11,c_80,2022-03-15,4
v_12604,m_6,c_36,2022-03-15,2
v_12605,m_10,c_6,2022-03-15,2
v_12606,m_16,c_78,2022-03-15,2
v_12607,m_16,c_73,2022-03-15,0
v_12608,m_2,c_85,2022-03-15,5
v_12609,m_21,c_48,2022-03-15,0
v_12610,m_17,c_62,2022-03-15,4
v_12611,m_12,c_41,2022-03-16,3
v_12612,m_17,c_31,2022-03-16,5
v_12613,m_2,c_1,2022-03-16,2
v_12614,m_5,c_53,2022-03-16,4
v_12615,m_2,c_69,2022-03-16,0
v_12616,m_15,c_26,2022-03-16,0
v_12617,m_6,c_95,2022-03-16,1
v_12618,m_23,c_2,2022-03-16,5
v_12619,m_4,c_95,2022-03-16,3
v_12620,m_23,c_98,2022-03-16,2
v_12621,m_10,c_74,2022-03-16,1
v_12622,m_20,c_22,2022-03-16,0
v_12623,m_7,c_74,2022-03-16,3
v_12624,m_19,c_18,2022-03-16,1
v_12625,m_13,c_15,2022-03-16,0
v_12626,m_3,c_35,2022-03-16,1
v_12627,m_7,c_29,2022-03-16,5
v_12628,m_10,c_70,2022-03-16,3
v_12629,m_18,c_16,2022-03-16,5
v_12630,m_14,c_78,2022-03-16,2
v_12631,m_3,c_92,2022-03-16,3
v_12632,m_22,c_2,2022-03-16,0
v_12633,m_1,c_62,2022-03-16,3
v_12634,m_3,c_47,2022-03-16,5
v_12635,m_20,c_93,2022-03-16,3
v_12636,m_7,c_45,2022-03-17,1
v_12637,m_4,c_8,2022-03-17,5
v_12638,m_19,c_36,2022-03-17,0
v_12639,m_14,c_6,2022-03-17,3
v_12640,m_21,c_94,2022-03-17,1
v_12641,m_12,c_58,2022-03-17,2
v_12642,m_10,c_62,2022-03-17,1
v_12643,m_20,c_70,2022-03-18,0
v_12644,m_3,c_53,2022-03-18,5
v_12645,m_5,c_87,2022-03-18,1
v_12646,m_13,c_21,2022-03-18,3
v_12647,m_22,c_9,2022-03-18,5
v_12648,m_8,c_13,2022-03-18,1
v_12649,m_15,c_34,2022-03-18,2
v_12650,m_21,c_79,2022-03-18,1
v_12651,m_22,c_32,2022-03-18,3
v_12652,m_20,c_52,2022-03-18,1
v_12653,m_17,c_91,2022-03-18,5
v_12654,m_3,c_84,2022-03-18,4
v_12655,m_6,c_51,2022-03-18,1
v_12656,m_23,c_55,2022-03-18,4
v_12657,m_20,c_13,2022-03-18,0
v_12658,m_5,c_31,2022-03-18,5
v_12659,m_7,c_95,2022-03-18,2
v_12660,m_19,c_88,2022-03-18,3
v_12661,m_1,c_100,2022-03-18,3
v_12662,m_17,c_55,2022-03-18,1
v_12663,m_11,c_23,2022-03-18,2
v_12664,m_13,c_15,2022-03-19,1
v_12665,m_20,c_89,2022-03-19,2
v_12666,m_12,c_64,2022-03-19,0
v_12667,m_21,c_8,2022-03-19,3
v_12668,m_9,c_43,2022-03-19,1
v_12669,m_19,c_54,2022-03-19,1
v_12670,m_5,c_88,2022-03-20,0
v_12671,m_23,c_38,2022-03-20,5
v_12672,m_18,c_24,2022-03-20,4
v_12673,m_1,c_90,2022-03-20,3
v_12674,m_20,c_20,2022-03-20,0
v_12675,m_21,c_90,2022-03-20,2
v_12676,m_11,c_75,2022-03-20,5
v_12677,m_8,c_58,2022-03-20,4
v_12678,m_3,c_34,2022-03-20,1
v_12679,m_18,c_76,2022-03-20,5
v_12680,m_1,c_45,2022-03-20,1
v_12681,m_16,c_15,2022-03-20,5
v_12682,m_12,c_40,2022-03-20,4
v_12683,m_6,c_46,2022-03-20,4
v_12684,m_8,c_39,2022-03-20,3
v_12685,m_2,c_71,2022-03-20,3
v_12686,m_18,c_59,2022-03-20,5
v_12687,m_7,c_30,2022-03-21,0
v_12688,m_21,c_86,2022-03-21,5
v_12689,m_22,c_78,2022-03-21,1
v_12690,m_22,c_11,2022-03-21,4
v_12691,m_3,c_9,2022-03-21,1
v_12692,m_4,c_6,2022-03-21,0
v_12693,m_12,c_5,2022-03-21,1
v_12694,m_2,c_19,2022-03-21,1
v_12695,m_2,c_5,2022-03-21,3
v_12696,m_20,c_76,2022-03-21,2
v_12697,m_17,c_60,2022-03-21,5
v_12698,m_7,c_34,2022-03-21,3
v_12699,m_15,c_63,2022-03-21,3
v_12700,m_11,c_61,2022-03-21,1
v_12701,m_18,c_93,2022-03-21,5
v_12702,m_14,c_40,2022-03-21,3
v_12703,m_14,c_99,2022-03-21,1
v_12704,m_22,c_66,2022-03-21,5
v_12705,m_3,c_18,2022-03-21,0
v_12706,m_9,c_7,2022-03-21,2
v_12707,m_8,c_63,2022-03-22,2
v_12708,m_22,c_54,2022-03-22,5
v_12709,m_22,c_33,2022-03-22,2
v_12710,m_18,c_20,2022-03-22,0
v_12711,m_14,c_21,2022-03-22,3
v_12712,m_22,c_11,2022-03-22,2
v_12713,m_18,c_19,2022-03-22,2
v_12714,m_21,c_42,2022-03-22,2
v_12715,m_3,c_57,2022-03-22,5
v_12716,m_5,c_53,2022-03-22,0
v_12717,m_16,c_30,2022-03-22,2
v_12718,m_18,c_21,2022-03-22,2
v_12719,m_21,c_99,2022-03-22,1
v_12720,m_9,c_28,2022-03-22,0
v_12721,m_11,c_99,2022-03-22,1
v_12722,m_19,c_27,2022-03-22,5
v_12723,m_5,c_47,2022-03-22,4
v_12724,m_21,c_60,2022-03-22,3
v_12725,m_12,c_83,2022-03-22,5
v_12726,m_19,c_16,2022-03-22,4
v_12727,m_5,c_72,2022-03-22,0
v_12728,m_14,c_32,2022-03-22,0
v_12729,m_4,c_72,2022-03-22,3
v_12730,m_15,c_99,2022-03-22,1
v_12731,m_14,c_100,2022-03-23,1
v_12732,m_3,c_33,2022-03-23,2
v_12733,m_15,c_29,2022-03-23,5
v_12734,m_17,c_72,2022-03-23,4
v_12735,m_14,c_64,2022-03-23,5
v_12736,m_1,c_17,2022-03-24,4
v_12737,m_13,c_40,2022-03-24,1
v_12738,m_22,c_41,2022-03-24,3
v_12739,m_14,c_85,2022-03-24,0
v_12740,m_20,c_63,2022-03-24,3
v_12741,m_16,c_41,2022-03-24,0
v_12742,m_14,c_83,2022-03-24,4
v_12743,m_23,c_6,2022-03-24,5
v_12744,m_20,c_77,2022-03-24,4
v_12745,m_7,c_73,2022-03-24,4
v_12746,m_16,c_8,2022-03-24,4
v_12747,m_5,c_72,2022-03-24,2
v_12748,m_7,c_61,2022-03-24,4
v_12749,m_16,c_21,2022-03-24,3
v_12750,m_12,c_28,2022-03-24,0
v_12751,m_10,c_84,2022-03-24,3
v_12752,m_23,c_32,2022-03-24,1
v_12753,m_22,c_30,2022-03-25,2
v_12754,m_6,c_71,2022-03-25,1
v_12755,m_3,c_51,2022-03-25,3
v_12756,m_23,c_56,2022-03-25,2
v_12757,m_4,c_92,2022-03-25,2
v_12758,m_19,c_83,2022-03-25,0
v_12759,m_23,c_82,2022-03-25,3
v_12760,m_16,c_65,2022-03-25,5
v_12761,m_10,c_49,2022-03-25,2
v_12762,m_19,c_64,2022-03-25,1
v_12763,m_14,c_78,2022-03-25,1
v_12764,m_20,c_59,2022-03-25,5
v_12765,m_12,c_25,2022-03-25,1
v_12766,m_4,c_13,2022-03-25,0
v_12767,m_11,c_84,2022-03-26,3
v_12768,m_12,c_8,2022-03-26,3
v_12769,m_16,c_46,2022-03-26,5
v_12770,m_15,c_97,2022-03-26,3
v_12771,m_16,c_78,2022-03-26,2
v_12772,m_17,c_10,2022-03-26,0
v_12773,m_22,c_1,2022-03-26,0
v_12774,m_14,c_90,2022-03-26,3
v_12775,m_19,c_6,2022-03-26,1
v_12776,m_15,c_56,2022-03-27,1
v_12777,m_17,c_9,2022-03-27,0
v_12778,m_3,c_84,2022-03-27,2
v_12779,m_15,c_27,2022-03-27,0
v_12780,m_5,c_32,2022-03-27,5
v_12781,m_10,c_3,2022-03-27,1
v_12782,m_13,c_40,2022-03-28,4
v_12783,m_3,c_39,2022-03-28,5
v_12784,m_10,c_10,2022-03-28,3
v_12785,m_18,c_40,2022-03-28,2
v_12786,m_23,c_6,2022-03-28,4
v_12787,m_20,c_72,2022-03-28,5
v_12788,m_5,c_80,2022-03-28,0
v_12789,m_7,c_50,2022-03-28,1
v_12790,m_12,c_26,2022-03-28,0
v_12791,m_15,c_23,2022-03-28,4
v_12792,m_10,c_5,2022-03-28,5
v_12793,m_2,c_18,2022-03-29,2
v_12794,m_4,c_22,2022-03-29,1
v_12795,m_18,c_20,2022-03-29,5
v_12796,m_21,c_37,2022-03-29,0
v_12797,m_11,c_41,2022-03-29,0
v_12798,m_12,c_52,2022-03-29,5
v_12799,m_20,c_81,2022-03-29,5
v_12800,m_7,c_43,2022-03-29,2
v_12801,m_6,c_40,2022-03-29,4
v_12802,m_20,c_85,2022-03-29,1
v_12803,m_21,c_92,2022-03-29,2
v_12804,m_18,c_15,2022-03-29,0
v_12805,m_2,c_12,2022-03-29,1
v_12806,m_12,c_67,2022-03-29,4
v_12807,m_5,c_60,2022-03-29,3
v_12808,m_11,c_67,2022-03-29,3
v_12809,m_7,c_29,2022-03-29,4
v_12810,m_10,c_44,2022-03-29,0
v_12811,m_7,c_40,2022-03-29,4
v_12812,m_4,c_19,2022-03-29,0
v_12813,m_20,c_74,2022-03-29,5
v_12814,m_22,c_76,2022-03-29,4
v_12815,m_7,c_45,2022-03-29,5
v_12816,m_4,c_44,2022-03-30,2
v_12817,m_20,c_82,2022-03-30,1
v_12818,m_9,c_93,2022-03-30,3
v_12819,m_14,c_32,2022-03-30,2
v_12820,m_15,c_8,2022-03-30,5
v_12821,m_21,c_39,2022-03-30,5
v_12822,m_9,c_89,2022-03-30,2
v_12823,m_21,c_12,2022-03-30,3
v_12824,m_6,c_45,2022-03-30,1
v_12825,m_1,c_25,2022-03-30,2
v_12826,m_12,c_36,2022-03-30,0
v_12827,m_12,c_57,2022-03-30,4
v_12828,m_22,c_23,2022-03-30,2
v_12829,m_5,c_6,2022-03-30,2
v_12830,m_16,c_74,2022-03-30,5
v_12831,m_1,c_26,2022-03-30,3
v_12832,m_17,c_28,2022-03-30,3
v_12833,m_23,c_16,2022-03-30,3
v_12834,m_6,c_91,2022-03-30,1
v_12835,m_15,c_24,2022-03-30,2
v_12836,m_12,c_13,2022-03-30,2
v_12837,m_9,c_84,2022-03-31,5
v_12838,m_15,c_17,2022-03-31,4
v_12839,m_22,c_38,2022-03-31,2
v_12840,m_10,c_33,2022-03-31,5
v_12841,m_5,c_85,2022-03-31,1
v_12842,m_9,c_14,2022-03-31,0
v_12843,m_13,c_70,2022-03-31,5
v_12844,m_6,c_28,2022-03-31,2
v_12845,m_18,c_22,2022-03-31,1
v_12846,m_10,c_53,2022-03-31,1
v_12847,m_20,c_82,2022-03-31,5
v_12848,m_10,c_11,2022-03-31,1
v_12849,m_1,c_100,2022-03-31,1
v_12850,m_16,c_14,2022-03-31,4
v_12851,m_3,c_4,2022-03-31,0
v_12852,m_21,c_80,2022-03-31,1
v_12853,m_22,c_13,2022-03-31,2
v_12854,m_5,c_74,2022-03-31,4
v_12855,m_7,c_9,2022-03-31,3
v_12856,m_22,c_40,2022-03-31,4
v_12857,m_13,c_8,2022-03-31,1
v_12858,m_9,c_4,2022-03-31,1
v_12859,m_15,c_8,2022-04-01,3
v_12860,m_16,c_28,2022-04-01,3
v_12861,m_17,c_61,2022-04-01,3
v_12862,m_9,c_23,2022-04-01,5
v_12863,m_12,c_39,2022-04-01,1
v_12864,m_10,c_51,2022-04-01,0
v_12865,m_5,c_86,2022-04-01,2
v_12866,m_3,c_69,2022-04-01,5
v_12867,m_18,c_1,2022-04-01,3
v_12868,m_14,c_84,2022-04-01,2
v_12869,m_3,c_78,2022-04-01,5
v_12870,m_22,c_66,2022-04-01,1
v_12871,m_1,c_65,2022-04-01,1
v_12872,m_7,c_53,2022-04-01,1
v_12873,m_23,c_53,2022-04-01,5
v_12874,m_12,c_90,2022-04-01,0
v_12875,m_13,c_49,2022-04-01,2
v_12876,m_2,c_27,2022-04-01,0
v_12877,m_21,c_94,2022-04-01,4
v_12878,m_9,c_14,2022-04-01,2
v_12879,m_23,c_83,2022-04-01,2
v_12880,m_16,c_79,2022-04-01,3
v_12881,m_9,c_36,2022-04-01,1
v_12882,m_4,c_25,2022-04-01,2
v_12883,m_13,c_11,2022-04-01,5
v_12884,m_10,c_39,2022-04-01,4
v_12885,m_17,c_69,2022-04-01,5
v_12886,m_22,c_50,2022-04-01,3
v_12887,m_19,c_97,2022-04-01,1
v_12888,m_2,c_76,2022-04-01,0
v_12889,m_13,c_90,2022-04-02,5
v_12890,m_20,c_61,2022-04-02,5
v_12891,m_21,c_37,2022-04-02,0
v_12892,m_22,c_29,2022-04-02,2
v_12893,m_16,c_28,2022-04-02,5
v_12894,m_19,c_58,2022-04-02,2
v_12895,m_4,c_5,2022-04-02,0
v_12896,m_9,c_77,2022-04-02,0
v_12897,m_8,c_11,2022-04-02,4
v_12898,m_7,c_95,2022-04-02,1
v_12899,m_21,c_79,2022-04-02,4
v_12900,m_13,c_1,2022-04-02,2
v_12901,m_2,c_62,2022-04-02,4
v_12902,m_9,c_26,2022-04-02,0
v_12903,m_15,c_72,2022-04-02,4
v_12904,m_12,c_65,2022-04-02,5
v_12905,m_9,c_26,2022-04-02,2
v_12906,m_8,c_2,2022-04-02,5
v_12907,m_7,c_31,2022-04-02,2
v_12908,m_1,c_39,2022-04-02,1
v_12909,m_13,c_69,2022-04-02,1
v_12910,m_18,c_89,2022-04-02,0
v_12911,m_7,c_64,2022-04-02,5
v_12912,m_9,c_71,2022-04-02,0
v_12913,m_14,c_67,2022-04-02,4
v_12914,m_19,c_76,2022-04-02,1
v_12915,m_7,c_72,2022-04-03,4
v_12916,m_4,c_17,2022-04-03,0
v_12917,m_11,c_51,2022-04-03,2
v_12918,m_14,c_56,2022-04-03,2
v_12919,m_2,c_90,2022-04-03,3
v_12920,m_3,c_50,2022-04-03,2
v_12921,m_11,c_79,2022-04-03,3
v_12922,m_18,c_49,2022-04-03,1
v_12923,m_22,c_2,2022-04-03,4
v_12924,m_3,c_70,2022-04-03,0
v_12925,m_1,c_57,2022-04-03,1
v_12926,m_3,c_97,2022-04-03,2
